Date,Open,High,Low,Close
7/9/2018,488.88,490.85,475.17,476.68
7/10/2018,476.16,478.32,433.96,434.42
7/11/2018,434.52,447.32,429.51,446.52
7/12/2018,446.50,446.50,422.81,430.07
7/13/2018,430.74,442.36,430.74,434.03
7/14/2018,434.51,439.43,431.47,436.09
7/15/2018,435.88,454.00,433.92,449.85
7/16/2018,450.42,480.66,446.80,480.66
7/17/2018,480.08,508.78,468.92,501.00
7/18/2018,500.84,513.43,474.36,480.51
7/19/2018,480.63,483.24,465.14,469.62
7/20/2018,469.31,469.31,443.69,450.70
7/21/2018,450.68,468.08,445.78,462.44
7/22/2018,462.44,470.90,458.12,459.66
7/23/2018,459.44,469.77,449.73,450.85
7/24/2018,451.14,481.14,450.57,479.37
7/25/2018,479.91,482.87,466.47,472.49
7/26/2018,472.33,483.70,461.42,464.04
7/27/2018,464.01,473.22,458.29,469.67
7/28/2018,469.68,471.59,462.99,466.90
7/29/2018,466.92,470.36,462.71,466.67
7/30/2018,466.83,467.95,448.64,457.08
7/31/2018,457.24,457.24,430.44,433.87
8/1/2018,433.87,435.46,410.46,420.75
8/2/2018,420.81,425.03,410.31,412.62
8/3/2018,412.57,420.55,399.91,418.26
8/4/2018,418.24,420.19,403.78,407.25
8/5/2018,407.35,413.72,402.43,410.52
8/6/2018,410.57,414.54,403.32,406.66
8/7/2018,406.80,411.40,376.08,380.21
8/8/2018,379.89,380.67,353.73,356.61
8/9/2018,356.97,370.95,353.61,365.59
8/10/2018,365.78,367.05,329.59,334.18
8/11/2018,334.26,334.26,308.49,322.11
8/12/2018,320.82,328.59,318.60,319.57
8/13/2018,320.21,323.55,284.93,286.49
8/14/2018,286.36,286.36,254.65,278.93
8/15/2018,280.39,303.59,280.12,282.36
8/16/2018,282.74,298.48,280.93,288.05
8/17/2018,287.68,316.17,287.35,315.73
8/18/2018,316.79,320.45,286.55,295.81
8/19/2018,295.67,307.10,291.33,300.83
8/20/2018,301.38,304.37,273.51,274.32
8/21/2018,273.33,285.97,273.33,281.94
8/22/2018,281.97,297.49,265.00,271.34
8/23/2018,271.75,279.55,271.09,277.10
8/24/2018,278.11,283.30,273.86,282.97
8/25/2018,283.28,283.52,278.47,279.65
8/26/2018,279.52,279.52,272.44,275.20
8/27/2018,275.35,285.60,273.65,285.60
8/28/2018,286.65,297.40,283.57,296.50
8/29/2018,296.16,297.07,287.29,289.31
8/30/2018,289.75,291.24,275.21,284.11
8/31/2018,284.12,284.55,278.51,283.00
9/1/2018,283.50,301.14,283.50,295.34
9/2/2018,295.45,298.69,290.93,294.37
9/3/2018,295.18,295.59,287.43,289.26
9/4/2018,289.30,291.58,284.26,285.72
9/5/2018,286.05,288.16,232.33,232.33
9/6/2018,231.65,231.76,218.12,230.21
9/7/2018,229.54,233.90,217.07,217.20
9/8/2018,217.91,220.37,193.26,197.95
9/9/2018,198.38,207.67,188.31,196.92
9/10/2018,197.85,201.88,189.58,197.08
9/11/2018,198.18,198.51,180.60,185.07
9/12/2018,185.42,185.59,170.26,183.33
9/13/2018,183.68,214.00,183.68,211.35
9/14/2018,212.67,222.79,204.87,211.75
9/15/2018,209.81,226.60,209.61,223.07
9/16/2018,222.80,222.80,211.12,220.59
9/17/2018,221.58,224.26,195.31,197.88
9/18/2018,197.10,213.36,195.93,209.98
9/19/2018,209.47,213.87,201.66,209.97
9/20/2018,210.29,224.82,207.79,224.59
9/21/2018,225.25,248.39,221.57,246.58
9/22/2018,247.34,251.20,233.81,240.48
9/23/2018,240.99,247.46,237.86,244.33
9/24/2018,244.84,245.11,227.49,228.73
9/25/2018,228.33,228.33,206.49,218.51
9/26/2018,218.65,221.44,209.11,215.85
9/27/2018,215.44,230.61,212.65,228.49
9/28/2018,229.04,231.75,218.67,222.40
9/29/2018,221.71,234.01,216.08,231.63
9/30/2018,231.33,236.99,228.45,232.85
10/1/2018,233.22,234.15,226.95,230.77
10/2/2018,231.10,231.17,225.84,227.18
10/3/2018,226.41,226.46,213.97,220.49
10/4/2018,220.45,226.15,220.09,222.22
10/5/2018,222.27,228.32,220.96,227.60
10/6/2018,227.55,227.93,224.25,225.12
10/7/2018,225.43,226.37,223.00,226.12
10/8/2018,226.51,230.76,224.56,229.26
10/9/2018,229.71,230.16,226.40,227.98
10/10/2018,227.62,227.71,224.49,225.77
10/11/2018,225.61,225.61,189.28,189.50
10/12/2018,188.71,199.40,188.71,196.73
10/13/2018,196.36,201.28,196.36,199.84
10/14/2018,199.69,201.83,195.24,195.71
10/15/2018,195.27,222.12,194.16,209.70
10/16/2018,209.63,212.17,207.98,210.12
10/17/2018,210.22,211.13,205.93,207.08
10/18/2018,207.40,208.47,201.74,203.35
10/19/2018,203.26,204.66,201.84,203.73
10/20/2018,203.51,206.22,203.09,205.43
10/21/2018,205.39,208.15,204.62,205.14
10/22/2018,205.17,206.93,203.38,204.04
10/23/2018,204.02,205.15,201.91,204.34
10/24/2018,204.13,205.58,203.35,203.85
10/25/2018,203.87,204.13,201.82,202.72
10/26/2018,202.34,204.78,201.55,203.33
10/27/2018,203.36,206.08,203.13,204.21
10/28/2018,204.51,205.92,203.52,205.37
10/29/2018,205.17,205.60,195.73,197.25
10/30/2018,197.20,198.12,196.35,197.56
10/31/2018,197.65,198.34,196.53,197.38
11/1/2018,197.54,203.75,197.33,198.87
11/2/2018,198.98,201.27,198.76,200.63
11/3/2018,200.74,200.74,199.52,200.19
11/4/2018,200.16,211.27,198.99,207.49
11/5/2018,207.10,210.82,206.57,209.09
11/6/2018,209.47,218.45,207.89,218.45
11/7/2018,218.90,221.65,216.80,217.18
11/8/2018,217.33,218.34,212.20,212.23
11/9/2018,211.99,213.32,209.51,210.07
11/10/2018,209.98,213.86,209.80,212.53
11/11/2018,212.48,213.00,208.87,211.34
11/12/2018,211.51,212.62,208.92,210.42
11/13/2018,210.15,210.51,206.13,206.83
11/14/2018,206.53,207.04,174.08,181.40
11/15/2018,181.90,184.25,170.19,180.81
11/16/2018,180.87,181.35,173.13,175.18
11/17/2018,175.36,175.85,172.87,174.00
11/18/2018,174.18,179.15,174.18,177.07
11/19/2018,177.18,177.18,147.85,149.18
11/20/2018,148.81,151.25,126.36,130.34
11/21/2018,131.14,138.89,125.76,136.70
11/22/2018,136.81,137.74,126.71,126.71
11/23/2018,126.42,127.03,119.56,123.30
11/24/2018,123.30,126.79,110.82,113.49
11/25/2018,113.13,118.88,101.77,116.45
11/26/2018,116.34,118.20,104.89,108.33
11/27/2018,107.91,111.84,102.45,110.01
11/28/2018,110.20,126.05,110.20,122.44
11/29/2018,122.72,123.23,115.30,117.54
11/30/2018,117.73,119.42,111.74,113.17
12/1/2018,113.40,120.84,111.62,118.64
12/2/2018,118.27,120.56,116.09,116.39
12/3/2018,116.38,116.62,107.42,108.93
12/4/2018,108.80,113.14,107.40,110.21
12/5/2018,110.34,110.60,102.48,102.48
12/6/2018,102.45,104.10,91.76,91.76
12/7/2018,91.65,96.09,83.47,93.29
12/8/2018,93.41,97.06,86.83,92.16
12/9/2018,92.04,98.90,91.03,95.14
12/10/2018,94.99,96.26,90.65,91.69
12/11/2018,91.58,92.78,87.69,88.95
12/12/2018,88.61,92.24,88.26,90.59
12/13/2018,90.66,91.11,85.52,86.54
12/14/2018,86.63,87.14,83.23,84.31
12/15/2018,84.28,85.34,82.83,84.44
12/16/2018,84.47,87.57,84.47,85.26
12/17/2018,85.38,96.81,85.38,95.13
12/18/2018,95.11,101.32,92.97,101.11
12/19/2018,101.68,108.55,100.69,101.27
12/20/2018,101.09,117.17,100.64,116.22
12/21/2018,115.84,119.09,107.58,109.50
12/22/2018,109.46,116.76,107.50,116.76
12/23/2018,117.27,133.08,117.27,130.77
12/24/2018,130.64,157.67,130.64,140.24
12/25/2018,141.00,141.00,125.11,129.84
12/26/2018,129.89,136.68,126.29,131.87
12/27/2018,131.92,132.68,115.65,116.58
12/28/2018,116.90,137.65,115.69,137.65
12/29/2018,138.47,147.03,134.57,138.02
12/30/2018,137.63,140.69,133.98,139.86
12/31/2018,140.03,140.18,132.52,133.37
1/1/2019,133.42,141.40,132.65,140.82
1/2/2019,141.52,156.93,140.65,155.05
1/3/2019,155.20,155.86,147.20,149.14
1/4/2019,148.91,156.88,147.91,154.58
1/5/2019,154.34,160.82,154.34,155.64
1/6/2019,155.80,159.37,152.09,157.75
1/7/2019,157.81,158.45,151.15,151.70
1/8/2019,151.97,153.63,148.67,150.36
1/9/2019,150.55,153.62,150.29,150.80
1/10/2019,150.84,152.15,126.53,128.63
1/11/2019,127.81,130.17,125.24,127.55
1/12/2019,127.53,128.67,125.45,125.97
1/13/2019,125.91,126.27,116.09,116.90
1/14/2019,116.98,130.86,116.97,129.07
1/15/2019,129.17,130.74,120.31,122.03
1/16/2019,121.81,127.12,121.44,123.55
1/17/2019,123.57,124.27,120.82,123.74
1/18/2019,123.65,123.84,120.24,121.01
1/19/2019,121.61,125.90,121.16,124.52
1/20/2019,124.63,125.07,118.70,119.47
1/21/2019,119.64,119.72,116.16,117.16
1/22/2019,117.11,119.66,114.68,118.75
1/23/2019,118.71,119.42,116.38,117.45
1/24/2019,117.46,118.03,116.01,117.36
1/25/2019,117.59,117.80,115.83,116.38
1/26/2019,116.37,118.08,115.98,116.49
1/27/2019,116.51,116.69,113.41,113.41
1/28/2019,113.29,113.69,103.34,106.59
1/29/2019,106.72,107.17,104.00,105.60
1/30/2019,105.41,109.45,104.84,108.91
1/31/2019,108.90,110.46,106.53,107.06
2/1/2019,107.15,108.64,105.05,107.61
2/2/2019,107.47,110.65,106.76,110.43
2/3/2019,110.49,110.83,106.56,107.49
2/4/2019,107.63,108.70,107.07,107.82
2/5/2019,107.63,108.13,106.91,107.44
2/6/2019,107.57,107.57,102.93,104.92
2/7/2019,104.84,106.06,104.41,104.54
2/8/2019,104.65,119.81,104.19,119.27
2/9/2019,119.21,120.69,118.00,119.43
2/10/2019,119.41,124.85,117.11,124.81
2/11/2019,124.87,124.87,120.31,121.30
2/12/2019,121.18,123.47,119.60,122.57
2/13/2019,122.54,125.55,121.61,122.55
2/14/2019,122.42,124.45,121.33,121.39
2/15/2019,121.45,123.66,121.37,122.10
2/16/2019,122.40,124.13,122.30,123.26
2/17/2019,123.18,134.46,123.09,133.60
2/18/2019,133.03,147.69,133.00,146.10
2/19/2019,146.40,149.93,145.13,145.35
2/20/2019,145.17,149.55,142.50,149.55
2/21/2019,149.35,149.35,144.56,146.13
2/22/2019,146.07,149.27,145.21,149.09
2/23/2019,148.68,159.13,147.33,158.80
2/24/2019,158.90,165.55,135.85,135.85
2/25/2019,135.50,142.53,135.48,139.82
2/26/2019,139.65,139.98,136.58,138.09
2/27/2019,138.03,141.34,131.60,136.13
2/28/2019,136.28,138.85,135.66,136.75
3/1/2019,136.84,139.00,136.43,136.44
3/2/2019,136.35,137.18,132.44,134.21
3/3/2019,134.79,135.85,131.33,132.25
3/4/2019,132.16,132.73,125.40,127.77
3/5/2019,127.79,138.23,126.74,137.82
3/6/2019,137.96,139.97,136.15,138.79
3/7/2019,138.94,140.86,137.27,138.03
3/8/2019,138.31,139.50,133.56,135.13
3/9/2019,134.89,139.12,134.68,137.97
3/10/2019,138.18,138.27,135.69,136.76
3/11/2019,136.85,137.35,133.10,133.83
3/12/2019,134.01,135.27,130.94,134.44
3/13/2019,134.61,134.61,132.72,133.26
3/14/2019,133.20,135.18,132.75,133.71
3/15/2019,133.57,138.40,133.57,137.69
3/16/2019,137.91,144.56,137.91,142.40
3/17/2019,142.24,142.37,139.32,140.00
3/18/2019,140.10,142.27,138.84,139.37
3/19/2019,139.25,140.99,139.14,140.52
3/20/2019,140.48,140.95,138.31,140.69
3/21/2019,140.48,141.00,135.86,136.64
3/22/2019,136.56,138.79,136.23,137.18
3/23/2019,137.04,139.39,136.91,138.24
3/24/2019,138.32,138.38,136.31,136.99
3/25/2019,137.08,137.70,133.49,135.03
3/26/2019,135.05,135.46,133.76,135.46
3/27/2019,135.45,141.08,135.34,140.99
3/28/2019,141.01,141.01,138.43,139.42
3/29/2019,139.34,142.55,138.05,142.50
3/30/2019,142.36,149.61,141.03,142.09
3/31/2019,142.14,142.19,140.70,141.51
4/1/2019,141.47,142.73,140.74,141.83
4/2/2019,141.84,165.23,141.64,163.96
4/3/2019,164.01,178.32,157.32,161.46
4/4/2019,161.43,164.93,155.24,158.05
4/5/2019,158.02,167.22,157.44,165.51
4/6/2019,165.51,172.52,161.80,165.95
4/7/2019,165.98,175.21,164.93,174.53
4/8/2019,174.45,184.38,174.16,180.26
4/9/2019,180.22,180.25,175.09,176.11
4/10/2019,176.07,183.13,175.23,177.34
4/11/2019,177.34,177.49,162.32,165.50
4/12/2019,165.34,166.13,161.03,164.74
4/13/2019,164.62,166.36,163.01,164.51
4/14/2019,164.48,168.59,162.78,167.84
4/15/2019,167.90,168.82,159.56,161.57
4/16/2019,161.53,167.67,160.89,167.62
4/17/2019,167.55,168.94,165.50,166.95
4/18/2019,166.91,175.37,166.67,173.81
4/19/2019,173.79,173.98,170.62,173.71
4/20/2019,173.72,176.71,171.79,173.75
4/21/2019,173.72,174.42,167.43,170.05
4/22/2019,170.02,173.07,168.73,171.87
4/23/2019,172.01,176.85,170.90,171.45
4/24/2019,171.35,171.57,161.98,165.83
4/25/2019,165.91,166.51,153.85,154.46
4/26/2019,154.58,158.03,152.09,156.35
4/27/2019,156.27,160.59,155.62,158.43
4/28/2019,158.50,159.57,157.13,157.30
4/29/2019,157.29,158.33,153.19,155.20
4/30/2019,155.17,162.43,155.17,162.17
5/1/2019,162.19,164.06,159.66,160.82
5/2/2019,160.85,162.94,160.06,162.12
5/3/2019,162.08,170.07,161.08,167.95
5/4/2019,167.89,170.65,161.79,164.03
5/5/2019,164.02,165.40,159.70,163.45
5/6/2019,163.34,175.76,159.99,172.65
5/7/2019,172.43,180.39,169.69,169.80
5/8/2019,169.90,172.18,166.41,170.95
5/9/2019,170.95,172.88,167.25,170.29
5/10/2019,170.31,175.89,168.99,173.14
5/11/2019,173.14,203.47,173.14,194.30
5/12/2019,194.16,201.88,183.65,187.33
5/13/2019,187.42,205.10,185.31,196.85
5/14/2019,196.74,217.87,196.05,217.15
5/15/2019,217.01,247.45,216.82,247.15
5/16/2019,246.94,275.39,245.80,264.01
5/17/2019,263.85,266.98,227.77,243.76
5/18/2019,243.91,246.36,233.10,234.60
5/19/2019,234.45,263.74,233.76,261.29
5/20/2019,261.27,261.55,241.80,251.86
5/21/2019,251.65,262.11,248.20,255.22
5/22/2019,255.00,258.80,242.73,244.70
5/23/2019,244.67,247.62,233.79,245.97
5/24/2019,245.99,255.26,243.24,249.48
5/25/2019,249.69,257.36,249.09,251.76
5/26/2019,251.72,269.17,247.25,267.07
5/27/2019,267.14,278.51,265.44,272.86
5/28/2019,272.59,274.32,267.51,271.77
5/29/2019,271.78,273.76,263.09,269.46
5/30/2019,269.55,287.20,247.35,255.86
5/31/2019,256.02,268.66,249.11,268.11
6/1/2019,268.43,273.56,263.52,265.39
6/2/2019,265.51,272.81,265.04,270.23
6/3/2019,270.09,270.33,251.26,252.61
6/4/2019,252.51,252.51,236.13,241.34
6/5/2019,241.50,248.14,239.98,247.05
6/6/2019,246.93,249.94,238.50,249.47
6/7/2019,249.34,254.35,246.60,250.93
6/8/2019,251.25,252.38,243.23,245.74
6/9/2019,245.54,245.97,229.26,233.09
6/10/2019,232.83,247.66,229.34,247.52
6/11/2019,247.86,248.66,239.83,245.78
6/12/2019,245.93,261.02,244.49,260.90
6/13/2019,260.91,262.16,255.60,256.17
6/14/2019,256.18,265.37,254.15,264.09
6/15/2019,263.93,271.51,262.12,269.02
6/16/2019,268.90,278.14,265.54,269.22
6/17/2019,269.09,275.44,268.35,274.35
6/18/2019,274.32,274.32,263.14,265.05
6/19/2019,265.06,270.33,264.75,269.43
6/20/2019,269.41,274.07,265.50,271.70
6/21/2019,271.74,295.30,271.74,294.91
6/22/2019,295.12,315.19,294.73,309.38
6/23/2019,309.42,318.57,305.76,307.83
6/24/2019,307.72,312.33,299.56,310.42
6/25/2019,310.68,318.13,307.64,318.13
6/26/2019,317.99,361.40,315.95,336.75
6/27/2019,336.96,343.43,278.57,294.27
6/28/2019,294.14,313.03,292.94,311.23
6/29/2019,311.28,322.04,294.75,320.06
6/30/2019,319.58,322.79,290.70,290.70
7/1/2019,290.27,301.03,280.02,293.64
7/2/2019,293.54,295.66,272.60,291.60
7/3/2019,291.76,303.34,291.40,303.10
7/4/2019,303.03,303.96,282.77,284.52
7/5/2019,284.38,293.92,282.69,288.00
7/6/2019,287.89,295.99,286.67,287.55
7/7/2019,287.60,310.14,286.11,305.70
7/8/2019,305.73,314.27,303.50,313.25
7/9/2019,313.33,318.22,305.29,308.88
7/10/2019,308.85,313.07,285.57,290.00
7/11/2019,289.95,290.02,266.09,268.70
7/12/2019,268.69,278.86,268.00,276.28
7/13/2019,276.29,276.69,263.07,269.46
7/14/2019,269.28,269.64,227.27,227.58
7/15/2019,227.97,235.03,210.39,229.78
7/16/2019,229.75,234.51,197.38,199.19
7/17/2019,199.07,217.98,193.99,211.48
7/18/2019,211.44,229.24,208.04,226.57
7/19/2019,226.66,226.94,215.84,221.33
7/20/2019,221.41,234.20,221.19,229.12
7/21/2019,229.17,229.86,219.03,225.63
7/22/2019,225.70,226.86,213.45,217.56
7/23/2019,217.57,218.52,209.64,212.73
7/24/2019,212.55,217.54,203.89,217.05
7/25/2019,216.97,224.25,216.14,219.62
7/26/2019,219.63,220.24,214.13,219.63
7/27/2019,219.62,223.52,204.90,207.41
7/28/2019,207.41,212.04,202.25,211.19
7/29/2019,211.12,213.93,208.76,211.27
7/30/2019,211.34,213.61,206.87,210.52
7/31/2019,210.49,218.65,210.44,218.65
8/1/2019,218.55,218.81,212.91,217.81
8/2/2019,217.88,222.18,215.98,217.87
8/3/2019,217.90,224.62,217.33,222.49
8/4/2019,222.58,224.23,218.49,222.67
8/5/2019,222.65,235.64,222.60,234.22
8/6/2019,234.25,239.12,223.55,226.02
8/7/2019,225.93,229.66,222.78,226.39
8/8/2019,226.52,226.77,216.52,220.94
8/9/2019,220.91,221.36,208.25,210.49
8/10/2019,210.53,213.73,203.79,206.73
8/11/2019,206.73,216.60,206.51,216.09
8/12/2019,216.06,216.14,210.95,211.29
8/13/2019,211.34,211.38,205.42,208.71
8/14/2019,208.60,209.07,186.33,186.61
8/15/2019,186.68,189.46,178.14,188.50
8/16/2019,188.64,188.91,180.38,185.44
8/17/2019,185.53,186.70,182.59,185.69
8/18/2019,185.84,197.52,183.69,194.49
8/19/2019,194.56,203.56,193.11,203.09
8/20/2019,202.81,203.02,195.62,196.57
8/21/2019,196.62,197.03,182.69,186.89
8/22/2019,186.94,194.42,183.38,191.33
8/23/2019,191.11,195.91,189.56,194.71
8/24/2019,194.67,194.78,187.63,191.29
8/25/2019,191.23,192.16,184.96,186.84
8/26/2019,186.74,193.44,186.74,188.93
8/27/2019,188.95,188.96,185.47,187.52
8/28/2019,187.50,187.93,172.19,173.89
8/29/2019,173.96,174.00,167.17,169.52
8/30/2019,169.49,170.77,167.07,168.83
8/31/2019,168.89,174.32,167.80,172.47
9/1/2019,172.46,173.70,169.53,171.63
9/2/2019,171.70,180.15,170.45,178.35
9/3/2019,178.36,182.35,175.97,179.50
9/4/2019,179.49,180.14,175.33,175.99
9/5/2019,175.97,176.16,171.75,174.22
9/6/2019,174.17,177.72,168.34,169.96
9/7/2019,169.96,180.85,169.44,178.26
9/8/2019,178.28,182.98,178.14,181.36
9/9/2019,181.36,184.15,177.42,181.15
9/10/2019,181.21,184.06,178.12,179.79
9/11/2019,179.84,181.76,176.50,178.73
9/12/2019,178.80,182.00,177.85,181.02
9/13/2019,180.98,181.50,178.58,181.11
9/14/2019,181.32,188.45,180.37,188.11
9/15/2019,188.07,190.40,186.45,189.79
9/16/2019,189.69,198.20,189.69,197.11
9/17/2019,197.11,213.73,196.72,208.61
9/18/2019,208.05,216.71,208.05,211.39
9/19/2019,211.25,222.87,204.69,221.28
9/20/2019,221.07,221.60,215.16,218.05
9/21/2019,217.90,220.96,215.00,215.52
9/22/2019,215.49,216.09,207.64,211.55
9/23/2019,211.71,211.84,201.89,201.92
9/24/2019,201.84,203.50,162.73,168.11
9/25/2019,168.13,174.72,164.91,170.89
9/26/2019,170.76,171.69,157.13,166.73
9/27/2019,166.65,175.61,163.21,174.71
9/28/2019,174.68,175.78,170.77,174.57
9/29/2019,174.61,175.21,167.00,170.50
9/30/2019,170.46,179.87,167.04,179.87
10/1/2019,180.21,185.05,175.81,177.34
10/2/2019,177.22,180.83,175.33,180.71
10/3/2019,180.70,180.80,172.60,175.20
10/4/2019,175.24,178.55,173.56,176.99
10/5/2019,176.95,177.71,173.07,176.35
10/6/2019,176.36,177.36,171.30,173.06
10/7/2019,172.94,182.36,171.53,181.19
10/8/2019,181.11,184.36,179.13,182.02
10/9/2019,182.04,194.30,180.67,193.29
10/10/2019,193.19,193.90,188.31,191.66
10/11/2019,191.80,195.32,181.66,182.57
10/12/2019,182.53,186.30,179.98,180.83
10/13/2019,180.86,185.08,180.32,182.08
10/14/2019,182.03,187.30,181.66,186.96
10/15/2019,186.98,187.76,179.46,181.41
10/16/2019,181.34,181.67,174.06,176.01
10/17/2019,175.91,178.90,174.57,178.03
10/18/2019,177.99,178.18,171.01,173.62
10/19/2019,173.65,175.61,172.22,172.91
10/20/2019,172.97,176.72,171.21,175.53
10/21/2019,175.52,177.74,173.29,174.92
10/22/2019,174.91,175.65,172.27,172.30
10/23/2019,172.26,172.42,157.46,162.40
10/24/2019,162.51,164.15,160.89,162.17
10/25/2019,162.19,183.00,161.97,181.52
10/26/2019,181.67,195.94,176.13,179.84
10/27/2019,179.93,188.16,177.68,184.24
10/28/2019,184.40,187.88,180.25,182.66
10/29/2019,182.67,191.85,182.36,190.34
10/30/2019,190.34,191.11,181.55,184.69
10/31/2019,184.80,188.75,180.07,183.97
11/1/2019,183.80,185.06,181.09,183.97
11/2/2019,184.02,185.71,182.80,183.93
11/3/2019,183.99,185.02,179.82,182.43
11/4/2019,182.32,188.02,181.82,186.36
11/5/2019,186.31,191.26,184.33,189.30
11/6/2019,189.11,193.55,188.67,191.59
11/7/2019,191.50,191.86,186.57,187.98
11/8/2019,187.92,188.82,182.54,184.21
11/9/2019,184.31,185.84,183.90,185.03
11/10/2019,184.94,190.92,184.69,189.48
11/11/2019,189.50,190.34,185.09,185.49
11/12/2019,185.56,187.95,184.19,186.84
11/13/2019,186.94,189.33,185.94,188.26
11/14/2019,188.27,188.63,184.99,186.00
11/15/2019,186.06,186.25,179.38,180.52
11/16/2019,180.50,184.16,179.99,183.35
11/17/2019,183.35,188.19,182.34,185.12
11/18/2019,185.04,186.93,179.18,180.56
11/19/2019,180.50,182.53,175.20,177.46
11/20/2019,177.42,178.99,175.29,175.70
11/21/2019,175.67,176.21,159.37,161.46
11/22/2019,161.51,163.03,142.34,150.27
11/23/2019,150.21,154.10,147.60,153.42
11/24/2019,153.43,153.97,142.83,142.83
11/25/2019,142.70,150.21,133.80,146.48
11/26/2019,146.40,150.00,145.22,148.97
11/27/2019,148.40,154.89,143.53,153.01
11/28/2019,153.07,156.61,151.09,151.72
11/29/2019,151.77,156.85,151.46,155.30
11/30/2019,155.29,156.69,151.23,152.54
12/1/2019,152.49,152.49,147.07,151.19
12/2/2019,151.18,152.12,147.61,149.06
12/3/2019,149.06,150.31,146.00,147.96
12/4/2019,147.92,150.68,145.00,146.75
12/5/2019,146.69,153.16,145.46,149.25
12/6/2019,149.40,149.67,147.61,149.19
12/7/2019,149.20,149.80,148.37,148.77
12/8/2019,148.74,152.39,148.31,151.26
12/9/2019,151.22,151.91,147.62,148.23
12/10/2019,148.18,148.56,144.91,146.27
12/11/2019,146.32,147.14,143.05,143.61
12/12/2019,143.62,145.75,141.44,145.60
12/13/2019,145.66,145.86,143.75,144.94
12/14/2019,144.95,145.53,142.43,142.87
12/15/2019,142.86,143.93,139.43,143.11
12/16/2019,143.14,143.22,132.46,133.61
12/17/2019,133.65,134.01,121.40,122.60
12/18/2019,122.66,133.39,119.78,133.09
12/19/2019,133.05,134.19,125.97,129.32
12/20/2019,129.38,129.76,126.99,129.07
12/21/2019,129.10,129.15,127.61,128.13
12/22/2019,128.10,133.16,127.93,132.37
12/23/2019,132.31,134.73,127.42,128.61
12/24/2019,128.63,131.67,127.31,129.06
12/25/2019,129.07,129.07,124.89,126.45
12/26/2019,126.49,130.90,125.41,126.36
12/27/2019,126.37,128.10,124.82,127.21
12/28/2019,127.21,130.26,126.90,128.32
12/29/2019,128.27,136.81,128.00,134.76
12/30/2019,134.80,136.76,131.55,132.63
12/31/2019,132.61,133.73,128.80,129.61
1/1/2020,129.63,132.84,129.20,130.80
1/2/2020,130.82,130.82,126.95,127.41
1/3/2020,127.41,134.55,126.49,134.17
1/4/2020,134.17,136.05,133.04,135.07
1/5/2020,135.07,139.41,135.05,136.28
1/6/2020,136.31,144.33,136.08,144.30
1/7/2020,144.31,145.00,140.49,143.54
1/8/2020,143.49,146.83,138.27,141.26
