Date,Open,High,Low,Close
6/2/2022,1822.41,1845.31,1789.66,1834.15
6/3/2022,1834.14,1840.06,1746.51,1775.08
6/4/2022,1775.22,1810.30,1751.53,1801.61
6/5/2022,1801.82,1825.86,1777.13,1805.20
6/6/2022,1805.64,1915.03,1804.99,1859.29
6/7/2022,1859.33,1862.91,1729.41,1814.05
6/8/2022,1814.10,1830.68,1770.23,1793.57
6/9/2022,1793.51,1827.29,1779.87,1789.83
6/10/2022,1789.69,1797.61,1663.43,1665.04
6/11/2022,1665.22,1679.31,1507.04,1529.66
6/12/2022,1530.19,1539.71,1436.18,1445.22
6/13/2022,1443.84,1448.74,1181.95,1204.58
6/14/2022,1204.56,1252.47,1094.70,1211.66
6/15/2022,1211.37,1236.63,1025.68,1233.21
6/16/2022,1233.60,1246.14,1058.78,1067.73
6/17/2022,1067.99,1112.47,1060.87,1086.52
6/18/2022,1086.38,1095.17,896.11,993.64
6/19/2022,993.40,1142.34,943.12,1127.66
6/20/2022,1127.66,1159.99,1066.11,1127.64
6/21/2022,1127.51,1185.43,1112.57,1124.82
6/22/2022,1125.37,1126.26,1049.76,1051.42
6/23/2022,1051.33,1146.49,1050.22,1143.39
6/24/2022,1143.20,1238.62,1134.51,1226.84
6/25/2022,1226.72,1246.39,1184.56,1243.45
6/26/2022,1242.99,1272.13,1199.41,1199.83
6/27/2022,1199.71,1234.18,1179.79,1193.68
6/28/2022,1193.25,1229.74,1141.16,1144.58
6/29/2022,1144.52,1152.68,1092.10,1098.94
6/30/2022,1099.35,1103.69,1009.09,1067.30
7/1/2022,1068.32,1100.22,1040.15,1059.77
7/2/2022,1060.12,1073.05,1033.96,1066.51
7/3/2022,1066.47,1083.42,1044.01,1073.77
7/4/2022,1073.79,1152.94,1048.40,1151.06
7/5/2022,1150.51,1165.68,1086.83,1134.54
7/6/2022,1134.82,1193.64,1116.25,1186.97
7/7/2022,1186.96,1246.89,1165.62,1237.59
7/8/2022,1237.58,1262.89,1200.63,1222.51
7/9/2022,1222.31,1228.77,1209.38,1216.98
7/10/2022,1216.90,1216.90,1157.18,1168.40
7/11/2022,1168.14,1169.19,1095.00,1097.24
7/12/2022,1097.26,1097.26,1038.14,1038.19
7/13/2022,1038.19,1113.59,1019.22,1113.59
7/14/2022,1113.52,1202.95,1077.41,1191.53
7/15/2022,1191.67,1275.78,1182.90,1233.13
7/16/2022,1232.79,1377.94,1195.61,1352.63
7/17/2022,1353.21,1378.42,1329.76,1338.64
7/18/2022,1338.81,1578.72,1338.81,1578.72
7/19/2022,1578.38,1607.03,1501.80,1542.98
7/20/2022,1542.95,1612.65,1500.80,1520.20
7/21/2022,1520.37,1595.76,1472.19,1576.75
7/22/2022,1576.75,1641.21,1523.64,1537.41
7/23/2022,1536.46,1591.63,1495.68,1549.30
7/24/2022,1549.22,1654.43,1548.67,1599.48
7/25/2022,1599.16,1605.34,1445.38,1445.38
7/26/2022,1445.15,1445.15,1362.95,1441.81
7/27/2022,1443.73,1636.80,1423.62,1636.23
7/28/2022,1636.23,1774.58,1604.89,1725.47
7/29/2022,1725.62,1759.88,1662.79,1727.41
7/30/2022,1727.06,1738.02,1678.11,1695.97
7/31/2022,1695.88,1745.88,1672.61,1681.52
8/1/2022,1681.45,1700.17,1613.42,1635.20
8/2/2022,1634.65,1672.63,1567.85,1632.95
8/3/2022,1633.05,1678.10,1595.63,1618.87
8/4/2022,1618.89,1658.51,1585.33,1608.21
8/5/2022,1607.52,1732.25,1606.50,1732.25
8/6/2022,1732.66,1744.33,1691.66,1691.66
8/7/2022,1691.78,1724.79,1672.91,1699.35
8/8/2022,1699.69,1806.89,1697.41,1775.52
8/9/2022,1776.07,1786.12,1675.85,1703.03
8/10/2022,1702.91,1869.40,1665.09,1851.74
8/11/2022,1851.83,1927.94,1851.83,1881.22
8/12/2022,1880.90,1957.55,1860.08,1957.25
8/13/2022,1957.33,2013.76,1948.60,1981.34
8/14/2022,1981.78,2022.79,1919.01,1936.80
8/15/2022,1936.76,2007.21,1881.86,1904.23
8/16/2022,1902.83,1910.75,1862.27,1878.14
8/17/2022,1877.93,1951.68,1823.53,1833.00
8/18/2022,1833.72,1876.38,1826.96,1847.01
8/19/2022,1847.10,1847.10,1611.34,1612.99
8/20/2022,1612.65,1652.22,1534.30,1577.00
8/21/2022,1576.54,1640.94,1569.05,1619.32
8/22/2022,1619.17,1622.78,1535.01,1622.51
8/23/2022,1622.94,1666.68,1569.43,1662.77
8/24/2022,1662.70,1686.56,1610.10,1657.06
8/25/2022,1657.34,1718.18,1656.86,1696.46
8/26/2022,1696.32,1698.56,1498.77,1507.78
8/27/2022,1508.16,1517.15,1454.28,1491.40
8/28/2022,1491.21,1505.79,1430.55,1430.55
8/29/2022,1430.44,1556.31,1427.73,1553.04
8/30/2022,1553.19,1600.46,1480.83,1523.84
8/31/2022,1524.29,1612.36,1524.29,1553.68
9/1/2022,1553.76,1593.08,1520.19,1586.18
9/2/2022,1586.02,1643.18,1551.88,1577.22
9/3/2022,1577.21,1579.45,1541.67,1556.87
9/4/2022,1556.90,1578.01,1543.70,1577.64
9/5/2022,1577.88,1621.66,1559.78,1617.18
9/6/2022,1617.24,1680.60,1561.75,1561.75
9/7/2022,1560.91,1651.05,1500.01,1629.91
9/8/2022,1629.81,1655.06,1603.06,1635.35
9/9/2022,1635.19,1735.81,1632.84,1719.09
9/10/2022,1718.96,1784.50,1710.30,1776.20
9/11/2022,1775.98,1782.73,1730.16,1761.80
9/12/2022,1762.08,1778.16,1698.29,1713.77
9/13/2022,1713.96,1745.78,1564.03,1580.79
9/14/2022,1574.86,1642.16,1564.03,1634.76
9/15/2022,1635.08,1648.95,1466.14,1471.69
9/16/2022,1471.93,1480.56,1415.58,1432.45
9/17/2022,1432.88,1473.06,1415.04,1469.74
9/18/2022,1469.71,1469.71,1331.49,1335.33
9/19/2022,1335.27,1388.27,1287.42,1377.54
9/20/2022,1377.62,1381.97,1319.20,1324.39
9/21/2022,1324.22,1384.48,1229.43,1252.61
9/22/2022,1251.57,1336.16,1240.97,1327.68
9/23/2022,1327.48,1353.29,1270.20,1328.26
9/24/2022,1328.24,1346.26,1312.64,1317.99
9/25/2022,1317.94,1333.37,1275.63,1294.22
9/26/2022,1294.39,1335.53,1282.05,1335.32
9/27/2022,1335.34,1396.89,1308.99,1330.13
9/28/2022,1329.54,1351.96,1267.87,1337.41
9/29/2022,1337.55,1348.11,1293.19,1335.65
9/30/2022,1335.65,1368.74,1320.38,1327.98
10/1/2022,1328.19,1332.52,1306.10,1311.64
10/2/2022,1311.75,1316.33,1275.34,1276.09
10/3/2022,1276.16,1326.55,1271.15,1323.44
10/4/2022,1323.28,1364.97,1320.08,1362.13
10/5/2022,1361.97,1362.45,1320.86,1352.84
10/6/2022,1352.81,1380.40,1349.45,1351.71
10/7/2022,1351.84,1359.33,1321.75,1332.52
10/8/2022,1332.37,1335.95,1307.07,1315.50
10/9/2022,1315.46,1327.67,1309.34,1322.60
10/10/2022,1322.62,1335.66,1291.34,1291.34
10/11/2022,1291.11,1296.27,1272.74,1279.58
10/12/2022,1279.73,1303.08,1277.53,1294.91
10/13/2022,1294.92,1297.56,1209.28,1288.12
10/14/2022,1288.05,1339.74,1285.38,1297.42
10/15/2022,1297.31,1300.75,1268.47,1274.87
10/16/2022,1275.01,1312.63,1275.01,1306.30
10/17/2022,1306.31,1335.65,1297.45,1331.71
10/18/2022,1331.67,1339.09,1291.66,1310.45
10/19/2022,1310.56,1312.44,1283.97,1285.74
10/20/2022,1285.66,1307.86,1275.32,1283.20
10/21/2022,1283.19,1305.08,1260.67,1299.95
10/22/2022,1299.90,1317.10,1295.95,1314.30
10/23/2022,1314.25,1367.76,1302.91,1363.45
10/24/2022,1363.49,1368.43,1327.85,1345.00
10/25/2022,1344.71,1509.99,1336.98,1461.67
10/26/2022,1461.13,1584.64,1460.43,1566.57
10/27/2022,1566.84,1574.40,1510.82,1514.37
10/28/2022,1514.32,1568.63,1493.87,1555.48
10/29/2022,1555.27,1652.38,1549.98,1619.70
10/30/2022,1619.70,1637.04,1579.49,1590.78
10/31/2022,1590.48,1630.45,1555.92,1572.71
11/1/2022,1572.65,1606.61,1568.10,1579.70
11/2/2022,1579.50,1613.41,1507.24,1519.71
11/3/2022,1519.72,1556.76,1517.10,1531.54
11/4/2022,1531.40,1661.33,1529.27,1645.09
11/5/2022,1645.16,1660.49,1625.96,1627.97
11/6/2022,1627.90,1634.13,1572.23,1572.23
11/7/2022,1572.02,1604.48,1550.42,1568.59
11/8/2022,1568.33,1574.80,1259.44,1332.84
11/9/2022,1333.12,1335.74,1083.29,1100.17
11/10/2022,1100.11,1341.79,1093.12,1299.46
11/11/2022,1298.88,1302.30,1211.33,1287.22
11/12/2022,1287.44,1288.15,1242.15,1255.27
11/13/2022,1255.44,1271.71,1208.52,1221.82
11/14/2022,1221.90,1284.22,1178.43,1241.60
11/15/2022,1241.68,1283.20,1238.69,1251.74
11/16/2022,1251.81,1264.49,1192.99,1215.60
11/17/2022,1215.85,1224.97,1189.15,1200.81
11/18/2022,1200.80,1226.74,1200.80,1212.30
11/19/2022,1212.22,1227.84,1200.48,1218.43
11/20/2022,1218.44,1224.08,1137.93,1142.47
11/21/2022,1142.40,1142.40,1084.86,1108.35
11/22/2022,1107.90,1136.44,1081.14,1135.17
11/23/2022,1135.42,1185.00,1130.02,1183.20
11/24/2022,1183.35,1211.63,1180.38,1203.98
11/25/2022,1203.80,1203.80,1174.82,1198.93
11/26/2022,1198.79,1227.04,1198.10,1205.90
11/27/2022,1205.91,1220.35,1195.04,1195.13
11/28/2022,1194.96,1198.74,1156.06,1170.09
11/29/2022,1169.87,1222.16,1163.48,1216.90
11/30/2022,1216.93,1302.04,1215.50,1295.69
12/1/2022,1295.77,1296.00,1267.71,1276.27
12/2/2022,1276.33,1294.30,1269.24,1294.30
12/3/2022,1294.46,1299.84,1241.43,1243.33
12/4/2022,1243.22,1281.49,1242.91,1280.26
12/5/2022,1280.00,1302.24,1252.47,1259.68
12/6/2022,1259.85,1271.92,1247.63,1271.65
12/7/2022,1271.55,1272.69,1224.45,1232.44
12/8/2022,1232.45,1286.23,1226.36,1281.12
12/9/2022,1281.08,1290.06,1260.82,1264.28
12/10/2022,1264.38,1279.53,1262.12,1266.38
12/11/2022,1266.42,1281.78,1260.66,1263.87
12/12/2022,1263.57,1275.61,1243.48,1274.62
12/13/2022,1274.66,1341.44,1258.47,1320.55
12/14/2022,1320.69,1346.17,1305.83,1309.33
12/15/2022,1309.19,1311.07,1262.69,1266.35
12/16/2022,1266.46,1278.16,1162.18,1168.26
12/17/2022,1168.07,1189.05,1165.41,1188.15
12/18/2022,1188.13,1194.21,1176.19,1184.72
12/19/2022,1184.76,1192.92,1160.38,1167.61
12/20/2022,1167.88,1224.09,1165.60,1217.70
12/21/2022,1217.59,1218.19,1206.44,1213.60
12/22/2022,1213.67,1221.99,1187.13,1218.18
12/23/2022,1218.08,1227.00,1215.99,1220.16
12/24/2022,1220.12,1224.91,1216.34,1221.15
12/25/2022,1221.17,1223.52,1203.72,1218.96
12/26/2022,1218.92,1226.97,1214.34,1226.97
12/27/2022,1226.99,1230.42,1205.90,1212.79
12/28/2022,1212.74,1213.13,1185.70,1189.99
12/29/2022,1190.01,1204.14,1188.36,1201.60
12/30/2022,1201.57,1202.03,1187.46,1199.23
12/31/2022,1199.36,1205.09,1194.20,1196.77
1/1/2023,1196.71,1203.48,1192.89,1200.96
1/2/2023,1201.10,1219.86,1195.21,1214.66
1/3/2023,1214.74,1219.10,1207.49,1214.78
1/4/2023,1214.72,1264.81,1213.17,1256.53
1/5/2023,1256.48,1258.57,1245.17,1250.44
1/6/2023,1250.46,1273.22,1240.95,1269.38
1/7/2023,1269.42,1270.60,1262.27,1264.27
1/8/2023,1264.18,1287.36,1260.23,1287.36
1/9/2023,1287.45,1342.14,1286.68,1321.54
1/10/2023,1321.40,1342.76,1318.53,1336.59
1/11/2023,1336.11,1340.24,1330.13,1332.31
